,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
1946.05,18.70,0.68,0.86,18.50,1946.37,2.21,255.02,9.27,11.73,16.01
1946.06,18.58,0.68,0.84,18.70,1946.46,2.22,250.67,9.17,11.33,15.77
1946.07,18.05,0.68,0.86,19.80,1946.54,2.22,229.99,8.71,10.92,14.51
1946.08,17.70,0.69,0.87,20.20,1946.62,2.23,221.07,8.58,10.91,13.98
1946.09,15.09,0.69,0.89,20.40,1946.71,2.23,186.62,8.53,11.01,11.84
1946.1,14.75,0.70,0.95,20.80,1946.79,2.24,178.91,8.45,11.48,11.39
1946.11,14.69,0.70,1.00,21.30,1946.87,2.24,174.00,8.33,11.88,11.11
1946.12,15.13,0.71,1.06,21.50,1946.96,2.25,177.54,8.33,12.44,11.37
1947.01,15.21,0.71,1.13,21.50,1947.04,2.25,178.48,8.37,13.26,11.47
1947.02,15.80,0.72,1.20,21.50,1947.12,2.27,185.40,8.41,14.08,11.95
1947.03,15.16,0.72,1.27,21.90,1947.21,2.28,174.64,8.29,14.63,11.29
1947.04,14.60,0.73,1.33,21.90,1947.29,2.30,168.19,8.45,15.28,10.90
1947.05,14.34,0.75,1.38,21.90,1947.37,2.31,165.20,8.60,15.94,10.73
1947.06,14.84,0.76,1.44,22.00,1947.46,2.33,170.18,8.72,16.51,11.08
1947.07,15.77,0.77,1.48,22.20,1947.54,2.35,179.22,8.75,16.78,11.70
1947.08,15.46,0.78,1.51,22.50,1947.62,2.36,173.35,8.75,16.97,11.34
1947.09,15.06,0.79,1.55,23.00,1947.71,2.38,165.19,8.67,17.00,10.83
1947.1,15.45,0.81,1.57,23.00,1947.79,2.39,169.47,8.85,17.22,11.13
1947.11,15.27,0.82,1.59,23.10,1947.87,2.41,166.77,8.99,17.37,10.98
1947.12,15.03,0.84,1.61,23.40,1947.96,2.42,162.05,9.06,17.36,10.68
1948.01,14.83,0.84,1.64,23.70,1948.04,2.44,157.87,8.98,17.49,10.42
1948.02,14.10,0.85,1.68,23.50,1948.12,2.43,151.37,9.09,18.00,10.00
1948.03,14.30,0.85,1.71,23.40,1948.21,2.42,154.18,9.16,18.44,10.19
1948.04,15.40,0.85,1.76,23.80,1948.29,2.41,163.25,9.01,18.66,10.78
1948.05,16.15,0.85,1.81,23.90,1948.37,2.40,170.48,8.97,19.11,11.24
1948.06,16.82,0.85,1.86,24.10,1948.46,2.39,176.08,8.90,19.47,11.58
1948.07,16.42,0.86,1.93,24.40,1948.54,2.38,169.78,8.86,19.96,11.13
1948.08,15.94,0.86,2.00,24.50,1948.62,2.36,164.14,8.89,20.60,10.72
1948.09,15.76,0.87,2.07,24.50,1948.71,2.35,162.29,8.96,21.32,10.55
1948.1,16.19,0.89,2.14,24.40,1948.79,2.34,167.40,9.20,22.16,10.83
1948.11,15.29,0.91,2.22,24.20,1948.87,2.33,159.40,9.49,23.11,10.25
1948.12,15.19,0.93,2.29,24.10,1948.96,2.32,159.02,9.74,23.97,10.16
1949.01,15.36,0.95,2.32,24.00,1949.04,2.31,161.47,9.95,24.39,10.25
1949.02,14.77,0.96,2.35,23.80,1949.12,2.31,156.57,10.21,24.91,9.87
1949.03,14.91,0.98,2.38,23.80,1949.21,2.31,158.05,10.39,25.23,9.90
1949.04,14.89,0.99,2.39,23.90,1949.29,2.31,157.18,10.49,25.19,9.78
1949.05,14.78,1.01,2.39,23.80,1949.37,2.31,156.67,10.67,25.37,9.69
1949.06,13.97,1.02,2.40,23.90,1949.46,2.31,147.47,10.77,25.33,9.07
1949.07,14.76,1.03,2.40,23.70,1949.54,2.32,157.12,10.93,25.51,9.61
1949.08,15.29,1.03,2.39,23.80,1949.62,2.32,162.08,10.95,25.37,9.85
1949.09,15.49,1.04,2.39,23.90,1949.71,2.32,163.51,10.98,25.23,9.88
1949.1,15.89,1.07,2.37,23.70,1949.79,2.32,169.15,11.43,25.19,10.17
1949.11,16.11,1.11,2.34,23.80,1949.87,2.32,170.77,11.73,24.84,10.22
1949.12,16.54,1.14,2.32,23.60,1949.96,2.32,176.82,12.19,24.80,10.53
1950.01,16.88,1.15,2.34,23.50,1950.04,2.32,181.22,12.35,25.09,10.75
1950.02,17.21,1.16,2.35,23.50,1950.12,2.34,184.76,12.45,25.26,10.91
1950.03,17.35,1.17,2.37,23.60,1950.21,2.36,185.48,12.51,25.34,10.91
1950.04,17.84,1.18,2.43,23.60,1950.29,2.38,190.71,12.61,25.94,11.18
1950.05,18.44,1.19,2.48,23.70,1950.37,2.40,196.30,12.67,26.44,11.46
1950.06,18.74,1.20,2.54,23.80,1950.46,2.42,198.65,12.72,26.93,11.55
1950.07,17.38,1.24,2.60,24.10,1950.54,2.45,181.94,13.02,27.22,10.54
1950.08,18.43,1.29,2.66,24.30,1950.62,2.47,191.35,13.36,27.62,11.04
1950.09,19.08,1.33,2.72,24.40,1950.71,2.49,197.28,13.75,28.12,11.34
1950.1,19.87,1.38,2.76,24.60,1950.79,2.51,203.78,14.12,28.31,11.66
1950.11,19.83,1.42,2.80,24.70,1950.87,2.53,202.55,14.54,28.60,11.54
1950.12,19.75,1.47,2.84,25.00,1950.96,2.55,199.31,14.83,28.66,11.31
1951.01,21.21,1.49,2.84,25.40,1951.04,2.57,210.67,14.77,28.18,11.90
1951.02,22.00,1.50,2.83,25.70,1951.12,2.58,215.97,14.76,27.81,12.14
1951.03,21.63,1.52,2.83,25.80,1951.21,2.59,211.51,14.86,27.67,11.84
1951.04,21.92,1.53,2.79,25.80,1951.29,2.60,214.35,14.99,27.32,11.95
1951.05,21.93,1.55,2.76,25.90,1951.37,2.61,213.62,15.07,26.85,11.86
1951.06,21.55,1.56,2.72,25.90,1951.46,2.62,209.92,15.20,26.50,11.62
1951.07,21.93,1.55,2.65,25.90,1951.54,2.63,213.62,15.07,25.81,11.78
1951.08,22.89,1.53,2.58,25.90,1951.62,2.63,222.97,14.94,25.13,12.26
1951.09,23.48,1.52,2.51,26.10,1951.71,2.64,226.96,14.69,24.26,12.44
1951.1,23.36,1.48,2.49,26.20,1951.79,2.65,224.94,14.28,23.95,12.31
1951.11,22.71,1.45,2.46,26.40,1951.87,2.66,217.03,13.83,23.54,11.85
1951.12,23.41,1.41,2.44,26.50,1951.96,2.67,222.87,13.42,23.23,12.15
1952.01,24.19,1.41,2.43,26.50,1952.04,2.68,230.30,13.46,23.10,12.53
1952.02,23.75,1.42,2.41,26.30,1952.12,2.69,227.83,13.59,23.15,12.36
1952.03,23.81,1.42,2.40,26.30,1952.21,2.71,228.40,13.62,23.02,12.36
1952.04,23.74,1.43,2.38,26.40,1952.29,2.72,226.87,13.67,22.74,12.24
1952.05,23.73,1.44,2.36,26.40,1952.37,2.73,226.77,13.76,22.55,12.20
1952.06,24.38,1.45,2.34,26.50,1952.46,2.74,232.11,13.80,22.28,12.45
1952.07,25.08,1.45,2.35,26.70,1952.54,2.76,236.98,13.70,22.17,12.67
1952.08,25.18,1.45,2.35,26.70,1952.62,2.77,237.93,13.70,22.24,12.68
1952.09,24.78,1.45,2.36,26.70,1952.71,2.78,234.15,13.70,22.30,12.43
1952.1,24.26,1.44,2.37,26.70,1952.79,2.79,229.23,13.58,22.43,12.13
1952.11,25.03,1.42,2.39,26.70,1952.87,2.81,236.51,13.45,22.55,12.47
1952.12,26.04,1.41,2.40,26.70,1952.96,2.82,246.05,13.32,22.68,12.93
1953.01,26.18,1.41,2.41,26.60,1953.04,2.83,248.31,13.37,22.86,13.01
1953.02,25.86,1.41,2.42,26.50,1953.12,2.80,246.20,13.42,23.04,12.86
1953.03,25.99,1.41,2.43,26.60,1953.21,2.77,246.50,13.37,23.05,12.83
1953.04,24.71,1.41,2.46,26.60,1953.29,2.83,234.36,13.40,23.30,12.16
1953.05,24.84,1.42,2.48,26.70,1953.37,3.05,234.71,13.39,23.47,12.14
1953.06,23.95,1.42,2.51,26.80,1953.46,3.11,225.46,13.37,23.63,11.62
1953.07,24.29,1.42,2.52,26.80,1953.54,2.93,228.66,13.37,23.75,11.75
1953.08,24.39,1.42,2.54,26.90,1953.62,2.95,228.75,13.32,23.79,11.72
1953.09,23.27,1.42,2.55,26.90,1953.71,2.87,218.24,13.32,23.92,11.14
1953.1,23.97,1.43,2.54,27.00,1953.79,2.66,223.98,13.36,23.70,11.39
1953.11,24.50,1.44,2.52,26.90,1953.87,2.68,229.78,13.51,23.67,11.64
1953.12,24.83,1.45,2.51,26.90,1953.96,2.59,232.88,13.60,23.54,11.75
1954.01,25.46,1.46,2.52,26.90,1954.04,2.48,238.78,13.66,23.67,12.00
1954.02,26.02,1.46,2.54,26.90,1954.12,2.47,244.04,13.72,23.79,12.22
1954.03,26.57,1.47,2.55,26.90,1954.21,2.37,249.19,13.79,23.92,12.42
1954.04,27.63,1.46,2.57,26.80,1954.29,2.29,260.10,13.78,24.22,12.91
1954.05,28.73,1.46,2.60,26.90,1954.37,2.37,269.45,13.66,24.35,13.31
1954.06,28.96,1.45,2.62,26.90,1954.46,2.38,271.61,13.60,24.57,13.36
1954.07,30.13,1.46,2.62,26.90,1954.54,2.30,282.58,13.66,24.60,13.83
1954.08,30.73,1.46,2.63,26.90,1954.62,2.36,288.21,13.72,24.64,14.04
1954.09,31.45,1.47,2.63,26.80,1954.71,2.38,296.06,13.84,24.76,14.36
1954.1,32.18,1.49,2.68,26.80,1954.79,2.43,302.94,14.06,25.20,14.62
1954.11,33.44,1.52,2.72,26.80,1954.87,2.48,314.80,14.28,25.64,15.12
1954.12,34.97,1.54,2.77,26.70,1954.96,2.51,330.43,14.55,26.17,15.79
1955.01,35.60,1.55,2.83,26.70,1955.04,2.61,336.39,14.61,26.77,15.99
1955.02,36.79,1.55,2.90,26.70,1955.12,2.65,347.63,14.68,27.37,16.44
1955.03,36.50,1.56,2.96,26.70,1955.21,2.68,344.89,14.74,27.97,16.22
1955.04,37.76,1.56,3.05,26.70,1955.29,2.75,356.80,14.77,28.79,16.69
1955.05,37.60,1.57,3.13,26.70,1955.37,2.76,355.28,14.80,29.61,16.52
1955.06,39.78,1.57,3.22,26.70,1955.46,2.78,375.88,14.84,30.43,17.37
1955.07,42.69,1.59,3.29,26.80,1955.54,2.90,401.87,14.94,31.00,18.45
1955.08,42.43,1.60,3.37,26.80,1955.62,2.97,399.43,15.09,31.69,18.22
1955.09,44.34,1.62,3.44,26.90,1955.71,2.97,415.86,15.19,32.26,18.84
1955.1,42.11,1.63,3.50,26.90,1955.79,2.88,394.94,15.26,32.83,17.77
1955.11,44.95,1.63,3.56,26.90,1955.87,2.89,421.58,15.32,33.39,18.84
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,427.10,15.44,34.08,18.94
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,415.62,15.72,34.30,18.29
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,418.25,16.00,34.52,18.27
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,447.06,16.29,34.74,19.37
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,450.65,16.44,34.33,19.37
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,434.87,16.60,33.92,18.54
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,429.17,16.70,33.39,18.16
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,449.15,16.70,32.72,18.86
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,448.11,16.88,32.41,18.67
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,431.29,16.94,31.86,17.84
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,424.21,16.57,31.59,17.42
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,419.81,16.27,31.44,17.12
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,424.50,15.91,31.17,17.20
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,415.27,15.87,31.14,16.72
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,395.92,15.79,31.00,15.84
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,399.58,15.70,30.86,15.90
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,407.37,15.64,30.81,16.12
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,421.50,15.59,30.76,16.60
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,426.92,15.53,30.71,16.73
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,432.46,15.51,30.64,16.87
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,408.66,15.60,30.79,15.87
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,392.07,15.69,30.93,15.16
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,367.65,15.78,30.64,14.15
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,358.45,15.81,30.23,13.74
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,358.27,15.90,29.94,13.67
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,362.73,15.73,29.05,13.79
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,363.97,15.67,28.38,13.78
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,368.89,15.51,27.51,13.93
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,369.62,15.34,26.80,13.91
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,381.49,15.22,26.19,14.32
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,390.66,15.10,25.58,14.64
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,400.01,15.05,25.34,14.96
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,416.41,15.10,25.29,15.54
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,427.41,15.10,25.14,15.93
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,444.78,15.16,25.17,16.56
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,456.73,15.17,25.11,16.99
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,466.95,15.28,25.23,17.36
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,483.87,15.28,25.78,17.98
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,478.13,15.39,26.51,17.76
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,490.26,15.45,27.15,18.20
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,496.75,15.46,27.90,18.43
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,504.23,15.51,28.74,18.69
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,498.16,15.52,29.48,18.45
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,516.16,15.52,29.46,19.09
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,513.22,15.58,29.55,18.96
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,491.23,15.59,29.53,18.12
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,489.13,15.59,29.32,18.02
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,491.11,15.65,29.20,18.07
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,506.81,15.70,29.09,18.62
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,499.67,16.07,29.19,18.34
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,478.66,16.33,29.09,17.55
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,472.14,16.65,29.09,17.29
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,476.61,16.62,28.62,17.43
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,472.25,16.65,28.25,17.26
1960.06,57.26,1.95,3.26,29.60,1960.46,4.15,488.04,16.62,27.79,17.82
1960.07,55.84,1.95,3.26,29.60,1960.54,3.90,475.94,16.62,27.81,17.38
1960.08,56.51,1.95,3.27,29.60,1960.62,3.80,481.65,16.62,27.84,17.58
1960.09,54.81,1.95,3.27,29.60,1960.71,3.80,467.16,16.62,27.87,17.05
1960.1,53.73,1.95,3.27,29.80,1960.79,3.89,454.88,16.51,27.68,16.61
1960.11,55.47,1.95,3.27,29.80,1960.87,3.93,469.61,16.51,27.68,17.15
1960.12,56.80,1.95,3.27,29.80,1960.96,3.84,480.87,16.51,27.68,17.56
1961.01,59.72,1.95,3.21,29.80,1961.04,3.84,505.60,16.48,27.18,18.47
1961.02,62.17,1.94,3.15,29.80,1961.12,3.78,526.34,16.45,26.67,19.23
1961.03,64.12,1.94,3.09,29.80,1961.21,3.74,542.85,16.42,26.16,19.84
1961.04,65.83,1.94,3.07,29.80,1961.29,3.78,557.32,16.42,25.99,20.38
1961.05,66.50,1.94,3.05,29.80,1961.37,3.71,563.00,16.42,25.82,20.60
1961.06,65.62,1.94,3.03,29.80,1961.46,3.88,555.55,16.42,25.65,20.33
1961.07,65.44,1.95,3.04,30.00,1961.54,3.92,550.33,16.37,25.54,20.15
1961.08,67.79,1.95,3.04,29.90,1961.62,4.04,572.00,16.48,25.68,20.94
1961.09,67.26,1.96,3.05,30.00,1961.71,3.98,565.63,16.48,25.65,20.71
1961.1,68.00,1.98,3.10,30.00,1961.79,3.92,571.86,16.65,26.04,20.92
1961.11,71.08,2.00,3.14,30.00,1961.87,3.94,597.76,16.82,26.43,21.86
1961.12,71.74,2.02,3.19,30.00,1961.96,4.06,603.31,16.99,26.83,22.04
1962.01,69.07,2.03,3.25,30.00,1962.04,4.08,580.86,17.04,27.33,21.20
1962.02,70.22,2.03,3.31,30.10,1962.12,4.04,588.56,17.04,27.74,21.45
1962.03,70.29,2.04,3.37,30.10,1962.21,3.93,589.15,17.10,28.25,21.44
1962.04,68.05,2.05,3.40,30.20,1962.29,3.84,568.49,17.10,28.43,20.66
1962.05,62.99,2.05,3.44,30.20,1962.37,3.87,526.22,17.15,28.71,19.09
1962.06,55.63,2.06,3.47,30.20,1962.46,3.91,464.73,17.21,28.99,16.83
1962.07,56.97,2.07,3.49,30.30,1962.54,4.01,474.35,17.21,29.06,17.14
1962.08,58.52,2.07,3.51,30.30,1962.62,3.98,487.26,17.26,29.23,17.57
1962.09,58.00,2.08,3.53,30.40,1962.71,3.98,481.34,17.26,29.30,17.32
1962.1,56.17,2.10,3.58,30.40,1962.79,3.93,466.16,17.40,29.68,16.74
1962.11,60.04,2.11,3.62,30.40,1962.87,3.92,498.27,17.54,30.07,17.85
1962.12,62.64,2.13,3.67,30.40,1962.96,3.86,519.85,17.68,30.46,18.59
1963.01,65.06,2.14,3.68,30.40,1963.04,3.83,539.93,17.73,30.57,19.26
1963.02,65.92,2.14,3.70,30.40,1963.12,3.92,547.07,17.79,30.68,19.47
1963.03,65.67,2.15,3.71,30.50,1963.21,3.93,543.21,17.78,30.69,19.29
1963.04,68.76,2.17,3.75,30.50,1963.29,3.97,568.77,17.92,31.05,20.15
1963.05,70.14,2.18,3.80,30.50,1963.37,3.93,580.18,18.06,31.41,20.51
1963.06,70.11,2.20,3.84,30.60,1963.46,3.99,578.04,18.14,31.66,20.38
1963.07,69.07,2.20,3.88,30.70,1963.54,4.02,567.61,18.11,31.89,19.97
1963.08,70.98,2.21,3.92,30.70,1963.62,4.00,583.31,18.13,32.21,20.47
1963.09,72.85,2.21,3.96,30.70,1963.71,4.08,598.67,18.16,32.54,20.96
1963.1,73.03,2.23,3.98,30.80,1963.79,4.11,598.21,18.29,32.60,20.89
1963.11,72.62,2.26,4.00,30.80,1963.87,4.12,594.85,18.48,32.76,20.72
1963.12,74.17,2.28,4.02,30.90,1963.96,4.13,605.58,18.62,32.82,21.04
1964.01,76.45,2.30,4.07,30.90,1964.04,4.17,624.19,18.75,33.26,21.63
1964.02,77.39,2.31,4.13,30.90,1964.12,4.15,631.87,18.89,33.69,21.83
1964.03,78.80,2.33,4.18,30.90,1964.21,4.22,643.38,19.02,34.13,22.17
1964.04,79.94,2.35,4.23,30.90,1964.29,4.23,652.69,19.16,34.54,22.42
1964.05,80.72,2.36,4.28,30.90,1964.37,4.20,659.06,19.30,34.94,22.57
1964.06,80.24,2.38,4.33,31.00,1964.46,4.17,653.02,19.37,35.24,22.30
1964.07,83.22,2.40,4.38,31.10,1964.54,4.19,675.10,19.47,35.50,22.98
1964.08,82.00,2.42,4.42,31.00,1964.62,4.19,667.35,19.69,36.00,22.65
1964.09,83.41,2.44,4.47,31.10,1964.71,4.20,676.64,19.79,36.26,22.89
1964.1,84.85,2.46,4.50,31.10,1964.79,4.19,688.32,19.96,36.48,23.21
1964.11,85.44,2.48,4.52,31.20,1964.87,4.15,690.89,20.05,36.58,23.23
1964.12,83.96,2.50,4.55,31.20,1964.96,4.18,678.92,20.22,36.79,22.75
1965.01,86.12,2.52,4.59,31.20,1965.04,4.19,696.38,20.35,37.14,23.27
1965.02,86.75,2.53,4.64,31.20,1965.12,4.21,701.48,20.49,37.49,23.37
1965.03,86.83,2.55,4.68,31.30,1965.21,4.21,699.88,20.55,37.72,23.25
1965.04,87.97,2.57,4.73,31.40,1965.29,4.20,706.81,20.65,38.03,23.42
1965.05,89.28,2.59,4.79,31.40,1965.37,4.21,717.34,20.81,38.46,23.71
1965.06,85.04,2.61,4.84,31.60,1965.46,4.21,678.95,20.84,38.64,22.39
1965.07,84.91,2.63,4.89,31.60,1965.54,4.20,677.91,20.97,39.01,22.30
1965.08,86.49,2.64,4.93,31.60,1965.62,4.25,690.52,21.10,39.39,22.67
1965.09,89.38,2.66,4.98,31.60,1965.71,4.29,713.60,21.24,39.76,23.37
1965.1,91.39,2.68,5.05,31.70,1965.79,4.35,727.34,21.33,40.19,23.78
1965.11,92.15,2.70,5.12,31.70,1965.87,4.45,733.39,21.49,40.75,23.93
1965.12,91.73,2.72,5.19,31.80,1965.96,4.62,727.75,21.58,41.18,23.69
1966.01,93.32,2.74,5.24,31.80,1966.04,4.61,740.37,21.74,41.57,24.06
1966.02,92.69,2.76,5.29,32.00,1966.12,4.83,730.77,21.76,41.71,23.70
1966.03,88.88,2.78,5.34,32.10,1966.21,4.87,698.55,21.85,41.97,22.61
1966.04,91.60,2.80,5.38,32.30,1966.29,4.75,715.47,21.84,42.02,23.11
1966.05,86.78,2.81,5.42,32.30,1966.37,4.78,677.82,21.97,42.33,21.85
1966.06,86.06,2.83,5.46,32.40,1966.46,4.81,670.13,22.04,42.52,21.56
1966.07,85.84,2.85,5.48,32.50,1966.54,5.02,666.36,22.12,42.51,21.38
1966.08,80.65,2.87,5.49,32.70,1966.62,5.22,622.24,22.14,42.38,19.91
1966.09,77.81,2.89,5.51,32.70,1966.71,5.18,600.33,22.30,42.51,19.16
1966.1,77.13,2.88,5.52,32.90,1966.79,5.01,591.46,22.11,42.36,18.83
1966.11,80.99,2.88,5.54,32.90,1966.87,5.16,621.06,22.06,42.46,19.71
1966.12,81.33,2.87,5.55,32.90,1966.96,4.84,623.67,22.01,42.56,19.74
1967.01,84.45,2.88,5.52,32.90,1967.04,4.58,647.59,22.08,42.30,20.43
1967.02,87.36,2.89,5.48,32.90,1967.12,4.63,669.91,22.16,42.05,21.07
1967.03,89.42,2.90,5.45,33.00,1967.21,4.54,683.63,22.17,41.67,21.44
1967.04,90.96,2.90,5.41,33.10,1967.29,4.59,693.30,22.10,41.24,21.69
1967.05,92.59,2.90,5.37,33.20,1967.37,4.85,703.60,22.04,40.81,21.95
1967.06,91.43,2.90,5.33,33.30,1967.46,5.02,692.70,21.97,40.38,21.55
1967.07,93.01,2.91,5.32,33.40,1967.54,5.16,702.56,21.96,40.19,21.80
1967.08,94.49,2.91,5.31,33.50,1967.62,5.28,711.61,21.94,39.99,22.03
1967.09,95.81,2.92,5.30,33.60,1967.71,5.30,719.40,21.93,39.80,22.22
1967.1,95.66,2.92,5.31,33.70,1967.79,5.48,716.14,21.86,39.75,22.07
1967.11,92.66,2.92,5.32,33.80,1967.87,5.75,691.63,21.80,39.71,21.26
1967.12,95.30,2.92,5.33,33.90,1967.96,5.70,709.24,21.73,39.67,21.75
1968.01,95.04,2.93,5.37,34.10,1968.04,5.53,703.16,21.68,39.71,21.51
1968.02,90.75,2.94,5.40,34.20,1968.12,5.56,669.45,21.69,39.86,20.42
1968.03,89.09,2.95,5.44,34.30,1968.21,5.74,655.29,21.70,40.01,19.93
1968.04,95.67,2.96,5.48,34.40,1968.29,5.64,701.64,21.73,40.21,21.28
1968.05,97.87,2.98,5.53,34.50,1968.37,5.87,715.70,21.77,40.42,21.63
1968.06,100.50,2.99,5.57,34.70,1968.46,5.72,730.70,21.74,40.50,22.00
1968.07,100.30,3.00,5.60,34.90,1968.54,5.50,725.06,21.71,40.48,21.75
1968.08,98.11,3.02,5.63,35.00,1968.62,5.42,707.20,21.74,40.58,21.14
1968.09,101.30,3.03,5.66,35.10,1968.71,5.46,728.12,21.78,40.68,21.68
1968.1,103.80,3.04,5.69,35.30,1968.79,5.58,741.86,21.75,40.69,22.00
1968.11,105.40,3.06,5.73,35.40,1968.87,5.70,751.17,21.78,40.81,22.20
1968.12,106.50,3.07,5.76,35.50,1968.96,6.03,756.87,21.82,40.93,22.28
1969.01,102.00,3.08,5.78,35.60,1969.04,6.04,722.85,21.83,40.96,21.19
1969.02,101.50,3.09,5.80,35.80,1969.12,6.19,715.29,21.78,40.87,20.90
1969.03,99.30,3.10,5.82,36.10,1969.21,6.30,693.97,21.66,40.67,20.20
1969.04,101.30,3.11,5.83,36.30,1969.29,6.17,704.05,21.61,40.50,20.43
1969.05,104.60,3.12,5.83,36.40,1969.37,6.32,724.99,21.62,40.43,20.97
1969.06,99.14,3.13,5.84,36.60,1969.46,6.57,683.39,21.58,40.26,19.71
1969.07,94.71,3.14,5.86,36.80,1969.54,6.72,649.30,21.50,40.15,18.68
1969.08,94.18,3.14,5.87,37.00,1969.62,6.69,642.18,21.43,40.05,18.43
1969.09,94.51,3.15,5.89,37.10,1969.71,7.16,642.69,21.42,40.05,18.40
1969.1,95.52,3.15,5.85,37.30,1969.79,7.10,646.08,21.33,39.59,18.45
1969.11,96.21,3.16,5.82,37.50,1969.87,7.14,647.27,21.24,39.13,18.44
1969.12,91.11,3.16,5.78,37.70,1969.96,7.65,609.71,21.15,38.68,17.33
1970.01,90.31,3.16,5.73,37.80,1970.04,7.79,602.76,21.11,38.24,17.09
1970.02,87.16,3.17,5.68,38.00,1970.12,7.24,578.67,21.02,37.71,16.37
1970.03,88.65,3.17,5.63,38.20,1970.21,7.07,585.48,20.94,37.18,16.53
1970.04,85.95,3.17,5.59,38.50,1970.29,7.39,563.23,20.79,36.65,15.87
1970.05,76.06,3.18,5.56,38.60,1970.37,7.91,497.13,20.76,36.32,13.98
1970.06,75.59,3.18,5.52,38.80,1970.46,7.84,491.51,20.68,35.89,13.80
1970.07,75.72,3.18,5.47,39.00,1970.54,7.46,489.83,20.59,35.36,13.73
1970.08,77.92,3.19,5.41,39.00,1970.62,7.53,504.06,20.61,35.02,14.10
1970.09,82.58,3.19,5.36,39.20,1970.71,7.39,531.48,20.53,34.50,14.84
1970.1,84.37,3.17,5.28,39.40,1970.79,7.33,540.25,20.32,33.83,15.06
1970.11,84.28,3.16,5.21,39.60,1970.87,6.84,536.94,20.11,33.17,14.95
1970.12,90.05,3.14,5.13,39.80,1970.96,6.39,570.82,19.90,32.52,15.87
1971.01,93.49,3.13,5.16,39.80,1971.04,6.24,592.63,19.84,32.71,16.46
1971.02,97.11,3.12,5.19,39.90,1971.12,6.11,614.03,19.73,32.82,17.03
1971.03,99.60,3.11,5.22,40.00,1971.21,5.70,628.20,19.62,32.92,17.40
1971.04,103.00,3.11,5.25,40.10,1971.29,5.83,648.03,19.55,33.05,17.92
1971.05,101.60,3.10,5.29,40.30,1971.37,6.39,636.05,19.43,33.10,17.56
1971.06,99.72,3.10,5.32,40.60,1971.46,6.52,619.66,19.26,33.06,17.08
